Wiener,Randich
643.0,9.237
726.0,9.665
729.0,9.648
819.0,10.075
643.0,9.237
726.0,9.665
729.0,9.648
819.0,10.059
916.0,10.485999999999999
729.0,9.648
819.0,10.059
819.0,10.059
916.0,10.485999999999999
916.0,10.485999999999999
819.0,10.075
967.0,10.449000000000002
978.0,10.686
857.0,10.148
959.0,10.559000000000001
1063.0,10.985999999999999
959.0,10.559000000000001
1063.0,10.985999999999999
1337.0,11.77
940.0,10.613
643.0,9.237
726.0,9.665
819.0,10.075
729.0,9.648
1003.0,10.630999999999998
1397.0,12.007
839.0,10.203
839.0,10.203
940.0,10.613
749.0,9.775
749.0,9.775
749.0,9.775
959.0,10.559000000000001
1233.0,11.392000000000001
556.0,8.843
635.0,9.254
718.0,9.665
719.0,9.682
719.0,9.682
631.0,9.254
805.0,10.092
826.0,10.059
735.0,9.648
810.0,10.092
914.0,10.485999999999999
809.0,10.092
813.0,10.075
813.0,10.075
727.0,9.648
727.0,9.648
914.0,10.485999999999999
845.0,10.309000000000001
1268.0,11.703
1207.0,11.349
953.0,10.703
1078.0,11.22
1215.0,11.613
1041.0,10.876
1343.0,12.024000000000001
1063.0,11.113
1747.0,13.045
1063.0,11.113
1399.0,12.113
1811.0,12.969000000000001
1357.0,12.007
1765.0,12.76
1450.0,12.197000000000001
1198.0,11.469000000000001
221.0,6.271
643.0,9.237
726.0,9.665
643.0,9.237
643.0,9.237
1061.0,11.22
781.0,9.72
819.0,10.059
1065.0,10.969000000000001
1173.0,11.397
904.0,10.399000000000001
814.0,10.075
727.0,9.648
814.0,10.075
819.0,10.059
1807.0,12.936
1503.0,12.38
913.0,10.485999999999999
937.0,10.559000000000001
548.0,8.754
556.0,8.737
635.0,9.148
635.0,9.148
630.0,9.165
556.0,8.843
643.0,9.237
726.0,9.665
905.0,10.485999999999999
1054.0,10.969000000000001
828.0,10.186
719.0,9.648
638.0,9.254
975.0,11.092
970.0,11.109000000000002
1314.0,12.43
1012.0,10.435
1322.0,11.435
2761.0,14.345
2029.0,13.042
807.0,10.075
719.0,9.648
921.0,10.754000000000001
822.0,10.325999999999999
926.0,10.737
1035.0,11.148
1052.0,11.275
1352.0,12.130999999999998
1549.0,12.630999999999998
1138.0,11.559000000000001
1430.0,12.469000000000001
1430.0,12.469000000000001
817.0,10.254000000000001
1047.0,11.186
921.0,10.648
921.0,10.648
921.0,10.648
1048.0,11.186
1035.0,11.148
1170.0,11.686
1534.0,12.686
1883.0,13.349
1489.0,12.597000000000001
2008.0,13.863
1322.0,12.059000000000001
1322.0,12.059000000000001
1322.0,12.059000000000001
1960.0,13.863
3057.0,15.919
729.0,9.648
959.0,10.559000000000001
819.0,10.343
926.0,10.737
923.0,10.737
1035.0,11.148
1170.0,11.686
1311.0,12.059000000000001
1035.0,11.148
1216.0,11.792
1387.0,12.292
1528.0,12.703
1682.0,13.097000000000001
1322.0,12.059000000000001
923.0,10.737
637.0,9.254
1058.0,11.22
1176.0,11.630999999999998
1176.0,11.630999999999998
1043.0,11.237
722.0,9.933
816.0,10.343
822.0,10.325999999999999
923.0,10.737
923.0,10.737
763.0,10.182
860.0,10.592
1021.0,11.22
1137.0,11.63
1154.0,11.613
1605.0,12.815
1605.0,12.815
1443.0,12.277000000000001
1307.0,11.866
1605.0,12.815
1443.0,12.277000000000001
1462.0,12.26
1443.0,12.277000000000001
1601.0,12.687000000000001
1462.0,12.26
1443.0,12.277000000000001
1443.0,12.277000000000001
1935.0,13.488
1769.0,13.187000000000001
1311.0,12.13
1289.0,11.985999999999999
1311.0,12.13
1510.0,12.63
1487.0,12.485999999999999
1466.0,12.524000000000001
1486.0,12.648
1987.0,13.63
1847.0,13.648
2055.0,14.148
2292.0,14.648
2121.0,14.148
1847.0,13.648
607.0,9.092
837.0,10.13
941.0,10.540999999999999
956.0,10.524000000000001
950.0,10.524000000000001
935.0,10.540999999999999
941.0,10.540999999999999
956.0,10.524000000000001
950.0,10.524000000000001
889.0,10.63
1031.0,11.13
1321.0,11.777000000000001
1362.0,12.148
1705.0,13.148
1966.0,13.648
1339.0,11.76
1472.0,12.187000000000001
1321.0,11.777000000000001
1321.0,11.777000000000001
1141.0,11.72
1782.0,13.042
2592.0,15.008
800.0,9.449
757.0,9.843
1032.0,10.775
884.0,10.237
1722.0,13.31
2160.0,14.242
1927.0,13.704
1927.0,13.704
757.0,9.843
1032.0,10.775
884.0,10.237
884.0,10.237
757.0,9.843
757.0,9.843
1364.0,11.899000000000001
1364.0,11.899000000000001
299.0,6.809
238.0,6.271
190.0,5.898
299.0,6.809
109.0,4.966
605.0,8.689
182.0,5.771
287.0,6.847
238.0,6.271
299.0,6.809
605.0,8.689
354.0,7.075
376.0,7.165
313.0,6.771
603.0,8.63
1603.0,12.347999999999999
1778.0,12.758
1710.0,12.796
1746.0,12.78
1816.0,12.742
2017.0,13.28
1979.0,13.296
2296.0,13.652000000000001
1816.0,12.742
2017.0,13.28
1778.0,12.758
2017.0,13.28
2245.0,13.673
675.0,9.186
2017.0,13.28
2224.0,13.673
1897.0,13.19
2245.0,13.673
2935.0,14.885
2282.0,14.152000000000001
2696.0,14.584000000000001
2245.0,13.673
2205.0,13.69
2224.0,13.673
2245.0,13.673
892.0,10.148
1867.0,13.114
1517.0,12.325999999999999
64.0,3.932
64.0,3.932
88.0,4.305
188.0,5.771
563.0,8.754
661.0,9.292
241.0,6.309
661.0,9.292
1234.0,11.825999999999999
1784.0,13.686
426.0,8.36
804.0,10.203
910.0,10.686
493.0,8.292
1099.0,11.138
493.0,8.292
606.0,8.775
619.0,8.737
751.0,9.237
721.0,9.027999999999999
993.0,10.399000000000001
669.0,8.965
595.0,8.792
961.0,9.937999999999999
805.0,9.437999999999999
747.0,9.635
647.0,9.241
1081.0,11.275
329.0,7.398
267.0,6.86
408.0,7.754
408.0,7.754
339.0,7.381
578.0,8.686
715.0,9.292
564.0,8.72
339.0,7.381
408.0,7.754
505.0,8.237
634.0,8.881
595.0,8.792
519.0,8.381
408.0,7.754
619.0,8.737
272.0,6.843
408.0,7.754
421.0,7.881
219.0,6.449
339.0,7.381
421.0,7.881
519.0,8.381
272.0,6.843
272.0,6.843
993.0,10.399000000000001
993.0,10.399000000000001
1611.0,12.242
1277.0,11.331
272.0,6.843
993.0,10.399000000000001
501.0,8.292
595.0,8.792
675.0,9.22
774.0,9.758
595.0,8.792
595.0,8.792
1081.0,11.275
564.0,8.72
1185.0,11.703
843.0,10.365
561.0,8.703
647.0,9.241
647.0,9.241
747.0,9.635
578.0,8.686
339.0,7.381
219.0,6.449
274.0,6.843
272.0,6.843
1081.0,11.275
727.0,9.668
712.0,9.916
812.0,10.325999999999999
826.0,10.31
961.0,10.847999999999999
824.0,10.31
957.0,10.847999999999999
802.0,10.343
812.0,10.325999999999999
826.0,10.31
824.0,10.31
810.0,10.325999999999999
793.0,10.343
889.0,10.770999999999999
